id	type	language	license	rightsHolder	accessRights	datasetID	datasetName	ownerInstitutionCode	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	eventDate	verbatimEventDate	locationID	continent	countryCode	stateProvince	county	municipality	verbatimLocality	locationAccordingTo	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters
IV2013082910433382	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013082910433382	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-05-22	2002-05-22/2002-05-22	MOLP029X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Veltem-Beisem	Molenbeekvallei	MILKLIM-Gebieden	177000.613	166996.920	Belgian Lambert 72	Belgium Datum 1972	50.90364	4.60911	WGS84	30
IV2013082911225655	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013082911225655	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-04	2002-06-04/2002-06-04	ZOEP012X	Europe	BE	Vlaams Gewest	Antwerpen	Zoersel	Zoerselbos	MILKLIM-Gebieden	214952.286	171784.035	Belgian Lambert 72	Belgium Datum 1972	51.24461	4.67943	WGS84	30
IV2013082911330487	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013082911330487	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-04	2002-06-04/2002-06-04	ZOEP013X	Europe	BE	Vlaams Gewest	Antwerpen	Zoersel	Zoerselbos	MILKLIM-Gebieden	214948.646	171817.154	Belgian Lambert 72	Belgium Datum 1972	51.24457	4.67991	WGS84	30
IV2013090209080806	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090209080806	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-04	2002-06-04/2002-06-04	ZOEP014X	Europe	BE	Vlaams Gewest	Antwerpen	Zoersel	Zoerselbos	MILKLIM-Gebieden	214955.797	171839.772	Belgian Lambert 72	Belgium Datum 1972	51.24464	4.68023	WGS84	30
IV2013090209203892	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090209203892	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-04	2002-06-04/2002-06-04	ZOEP001X	Europe	BE	Vlaams Gewest	Antwerpen	Halle	Zoerselbos	MILKLIM-Gebieden	215376.000	171296.000	Belgian Lambert 72	Belgium Datum 1972	51.24843	4.67247	WGS84	30
IV2013090209550974	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090209550974	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-04	2002-06-04/2002-06-04	ZOEP002X	Europe	BE	Vlaams Gewest	Antwerpen	Halle	Zoerselbos	MILKLIM-Gebieden	215363.000	171262.000	Belgian Lambert 72	Belgium Datum 1972	51.24832	4.67198	WGS84	30
IV2013090210133576	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090210133576	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-04	2002-06-04/2002-06-04	ZOEP002X	Europe	BE	Vlaams Gewest	Antwerpen	Halle	Zoerselbos	MILKLIM-Gebieden	215363.000	171262.000	Belgian Lambert 72	Belgium Datum 1972	51.24832	4.67198	WGS84	30
IV2013090210281248	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090210281248	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-04	2002-06-04/2002-06-04	ZOEP004X	Europe	BE	Vlaams Gewest	Antwerpen	Halle	Zoerselbos	MILKLIM-Gebieden	215338.000	171208.000	Belgian Lambert 72	Belgium Datum 1972	51.24809	4.67121	WGS84	30
IV2013090210455479	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090210455479	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-04	2002-06-04/2002-06-04	ZOEP006X	Europe	BE	Vlaams Gewest	Antwerpen	Halle	Zoerselbos	MILKLIM-Gebieden	215224.737	171095.293	Belgian Lambert 72	Belgium Datum 1972	51.24708	4.66959	WGS84	30
IV2013090211105010	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090211105010	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-04	2002-06-04/2002-06-04	ZOEP008X	Europe	BE	Vlaams Gewest	Antwerpen	Zoersel	Zoerselbos	MILKLIM-Gebieden	215611.751	172482.932	Belgian Lambert 72	Belgium Datum 1972	51.25050	4.68948	WGS84	30
IV2013090211233164	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090211233164	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-06	2002-06-06/2002-06-06	PAPP001X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Betekom	Papendel	MILKLIM-Gebieden	188833.967	178562.767	Belgian Lambert 72	Belgium Datum 1972	51.00955	4.77445	WGS84	30
IV2013090211495458	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090211495458	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-06	2002-06-06/2002-06-06	PAPP002X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Betekom	Papendel	MILKLIM-Gebieden	188854.023	178489.048	Belgian Lambert 72	Belgium Datum 1972	51.00973	4.77341	WGS84	30
IV2013090212040762	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090212040762	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-06	2002-06-06/2002-06-06	PAPP003X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Betekom	Papendel	MILKLIM-Gebieden	188872.239	178436.232	Belgian Lambert 72	Belgium Datum 1972	51.00990	4.77265	WGS84	30
IV2013090213314521	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090213314521	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-06	2002-06-06/2002-06-06	PAPP004X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Betekom	Papendel	MILKLIM-Gebieden	188875.000	178395.000	Belgian Lambert 72	Belgium Datum 1972	51.00993	4.77207	WGS84	30
IV2013090213485211	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090213485211	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-06	2002-06-06/2002-06-06	PAPP005X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Betekom	Papendel	MILKLIM-Gebieden	188853.230	178365.744	Belgian Lambert 72	Belgium Datum 1972	51.00973	4.77165	WGS84	30
IV2013090214041271	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090214041271	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-06-06	2002-06-06/2002-06-06	PAPP006X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Betekom	Papendel	MILKLIM-Gebieden	188837.430	178319.899	Belgian Lambert 72	Belgium Datum 1972	51.00959	4.77099	WGS84	30
IV2013090214181185	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090214181185	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-06	2002-06-06/2002-06-06	PAPP008X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Betekom	Papendel	MILKLIM-Gebieden	188818.000	178417.000	Belgian Lambert 72	Belgium Datum 1972	51.00941	4.77238	WGS84	30
IV2013090214414712	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090214414712	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-06-06	2002-06-06/2002-06-06	PAPP009X	Europe	BE	Vlaams Gewest	Vlaams-Brabant	Betekom	Papendel	MILKLIM-Gebieden	188763.991	178494.903	Belgian Lambert 72	Belgium Datum 1972	51.00893	4.77348	WGS84	30
IV2013090214535085	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090214535085	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-03	2002-07-03/2002-07-03	LMMP002X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Daknam	Lokerse Moervaartmeersen	MILKLIM-Gebieden	202760.000	122710.000	Belgian Lambert 72	Belgium Datum 1972	51.13479	3.97761	WGS84	30
IV2013090215262464	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090215262464	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-03	2002-07-03/2002-07-03	DURP005X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Waasmunster	Durmemeersen	MILKLIM-Gebieden	199910.200	128264.320	Belgian Lambert 72	Belgium Datum 1972	51.10941	4.05713	WGS84	30
IV2013090215450634	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090215450634	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-03	2002-07-03/2002-07-03	DURP001X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Zele	Durmemeersen	MILKLIM-Gebieden	198321.930	127204.550	Belgian Lambert 72	Belgium Datum 1972	51.09509	4.04210	WGS84	30
IV2013090215593144	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090215593144	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-03	2002-07-03/2002-07-03	DURP002X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Zele	Durmemeersen	MILKLIM-Gebieden	198762.200	128248.090	Belgian Lambert 72	Belgium Datum 1972	51.09909	4.05697	WGS84	30
IV2013090216291448	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090216291448	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-03	2002-07-03/2002-07-03	DURP003X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Zele	Durmemeersen	MILKLIM-Gebieden	199074.700	128298.940	Belgian Lambert 72	Belgium Datum 1972	51.10190	4.05768	WGS84	30
IV2013090216340302	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090216340302	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-03	2002-07-03/2002-07-03	DURP007X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Waasmunster	Durmemeersen	MILKLIM-Gebieden	199234.570	131419.670	Belgian Lambert 72	Belgium Datum 1972	51.10344	4.10222	WGS84	30
IV2013090308420024	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090308420024	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-05	2002-07-05/2002-07-05	SANP008X	Europe	BE	Vlaams Gewest	Limburg	Zolder	Schansbeemden	MILKLIM-Gebieden	191929.680	215993.210	Belgian Lambert 72	Belgium Datum 1972	51.03432	5.30829	WGS84	30
IV2013090309360490	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090309360490	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-05	2002-07-05/2002-07-05	SANP007X	Europe	BE	Vlaams Gewest	Limburg	Zolder	Schansbeemden	MILKLIM-Gebieden	191876.180	215996.280	Belgian Lambert 72	Belgium Datum 1972	51.03384	5.30832	WGS84	30
IV2013090309515867	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090309515867	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-05	2002-07-05/2002-07-05	SANP004X	Europe	BE	Vlaams Gewest	Limburg	Zolder	Schansbeemden	MILKLIM-Gebieden	191514.270	216802.930	Belgian Lambert 72	Belgium Datum 1972	51.03050	5.31976	WGS84	30
IV2013090310083083	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090310083083	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-05	2002-07-05/2002-07-05	SANP006X	Europe	BE	Vlaams Gewest	Limburg	Zolder	Schansbeemden	MILKLIM-Gebieden	191815.230	216032.240	Belgian Lambert 72	Belgium Datum 1972	51.03329	5.30882	WGS84	30
IV2013090310233148	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090310233148	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-09	2002-07-09/2002-07-09	WELP002X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Welle	Wellemeersen	MILKLIM-Gebieden	177464.857	128313.214	Belgian Lambert 72	Belgium Datum 1972	50.90765	4.05916	WGS84	30
IV2013090310371503	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090310371503	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-09	2002-07-09/2002-07-09	WELP004X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Welle	Wellemeersen	MILKLIM-Gebieden	177621.044	128415.905	Belgian Lambert 72	Belgium Datum 1972	50.90906	4.06061	WGS84	30
IV2013090310475285	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090310475285	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-09	2002-07-09/2002-07-09	WELP013X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Welle	Wellemeersen	MILKLIM-Gebieden	177266.434	128134.790	Belgian Lambert 72	Belgium Datum 1972	50.90586	4.05664	WGS84	30
IV2013090311033080	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090311033080	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-09	2002-07-09/2002-07-09	WELP015X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Welle	Wellemeersen	MILKLIM-Gebieden	176976.527	128169.722	Belgian Lambert 72	Belgium Datum 1972	50.90326	4.05715	WGS84	30
IV2013090311304826	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090311304826	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-09	2002-07-09/2002-07-09	WELP019X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Welle	Wellemeersen	MILKLIM-Gebieden	177145.401	128290.500	Belgian Lambert 72	Belgium Datum 1972	50.90478	4.05886	WGS84	30
IV2013090313093249	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090313093249	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-03	2002-07-03/2002-07-03	WELP020X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Welle	Wellemeersen	MILKLIM-Gebieden	177063.000	128401.000	Belgian Lambert 72	Belgium Datum 1972	50.90404	4.06043	WGS84	30
IV2013090313253541	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090313253541	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-09	2002-07-09/2002-07-09	WELP016X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Welle	Wellemeersen	MILKLIM-Gebieden	176860.838	128274.594	Belgian Lambert 72	Belgium Datum 1972	50.90222	4.05865	WGS84	30
IV2013090313404368	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090313404368	IV2013082611560832	vegetationPlot- LONDO	100.0	m²	2002-07-09	2002-07-09/2002-07-09	WELP037X	Europe	BE	Vlaams Gewest	Oost-Vlaanderen	Denderleeuw	Wellemeersen	MILKLIM-Gebieden	176721.608	128872.251	Belgian Lambert 72	Belgium Datum 1972	50.90099	4.06715	WGS84	30
IV2013090314182128	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090314182128	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP001X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Ziepbeekvallei	MILKLIM-Gebieden	181167.387	238238.069	Belgian Lambert 72	Belgium Datum 1972	50.93464	5.62277	WGS84	30
IV2013090314391222	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090314391222	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP002X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Ziepbeekvallei	MILKLIM-Gebieden	181160.897	238288.730	Belgian Lambert 72	Belgium Datum 1972	50.93457	5.62349	WGS84	30
IV2013090314571415	event	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	http://www.inbo.be/en/norms-for-data-use	http://dataset.inbo.be/Niche-Vlaanderen	InboVeg-niche-Vlaanderen	INBO	IV2013090314571415	IV2013082611560832	vegetationPlot- LONDO	9.0	m²	2002-07-10	2002-07-10/2002-07-10	ZIEP004X	Europe	BE	Vlaams Gewest	Limburg	Rekem	Ziepbeekvallei	MILKLIM-Gebieden	181163.252	238382.989	Belgian Lambert 72	Belgium Datum 1972	50.93458	5.62483	WGS84	30
